"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2001"	"2001"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	138	4467634	3.1
	"Alabama"	"01"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	39	4467634	0.9
	"Alabama"	"01"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	119	4467634	2.7
	"Alabama"	"01"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	27	4467634	0.6
	"Alabama"	"01"	"2001"	"2001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	10	4467634	Unreliable
	"Alabama"	"01"	"2002"	"2002"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	11	4480089	Unreliable
	"Alabama"	"01"	"2002"	"2002"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	26	4480089	0.6
	"Alabama"	"01"	"2002"	"2002"	"Cardiac arrest, unspecified"	"I46.9"	13	4480089	Unreliable
	"Alabama"	"01"	"2002"	"2002"	"4-Aminophenol derivatives"	"T39.1"	10	4480089	Unreliable
	"Alabama"	"01"	"2002"	"2002"	"Other opioids"	"T40.2"	30	4480089	0.7
	"Alabama"	"01"	"2002"	"2002"	"Methadone"	"T40.3"	33	4480089	0.7
	"Alabama"	"01"	"2002"	"2002"	"Cocaine"	"T40.5"	25	4480089	0.6
	"Alabama"	"01"	"2002"	"2002"	"Benzodiazepines"	"T42.4"	25	4480089	0.6
	"Alabama"	"01"	"2002"	"2002"	"Other and unspecified antidepressants"	"T43.2"	11	4480089	Unreliable
	"Alabama"	"01"	"2002"	"2002"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	140	4480089	3.1
	"Alabama"	"01"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	52	4480089	1.2
	"Alabama"	"01"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	110	4480089	2.5
	"Alabama"	"01"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	4480089	0.5
	"Alabama"	"01"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	10	4480089	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	21	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	42	4503491	0.9
	"Alabama"	"01"	"2003"	"2003"	"Essential (primary) hypertension"	"I10"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Atherosclerotic heart disease"	"I25.1"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Cardiac arrest, unspecified"	"I46.9"	23	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"4-Aminophenol derivatives"	"T39.1"	10	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Other opioids"	"T40.2"	22	4503491	0.5
	"Alabama"	"01"	"2003"	"2003"	"Methadone"	"T40.3"	26	4503491	0.6
	"Alabama"	"01"	"2003"	"2003"	"Cocaine"	"T40.5"	18	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Benzodiazepines"	"T42.4"	13	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Other and unspecified antidepressants"	"T43.2"	11	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	128	4503491	2.8
	"Alabama"	"01"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	31	4503491	0.7
	"Alabama"	"01"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	112	4503491	2.5
	"Alabama"	"01"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	4503491	Unreliable
	"Alabama"	"01"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	14	4503491	Unreliable
	"Alabama"	"01"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	34	4530729	0.8
	"Alabama"	"01"	"2004"	"2004"	"Cardiac arrest, unspecified"	"I46.9"	31	4530729	0.7
	"Alabama"	"01"	"2004"	"2004"	"Respiratory failure, unspecified"	"J96.9"	13	4530729	Unreliable
	"Alabama"	"01"	"2004"	"2004"	"Other opioids"	"T40.2"	32	4530729	0.7
	"Alabama"	"01"	"2004"	"2004"	"Methadone"	"T40.3"	46	4530729	1.0
	"Alabama"	"01"	"2004"	"2004"	"Other synthetic narcotics"	"T40.4"	12	4530729	Unreliable
	"Alabama"	"01"	"2004"	"2004"	"Cocaine"	"T40.5"	37	4530729	0.8
	"Alabama"	"01"	"2004"	"2004"	"Benzodiazepines"	"T42.4"	42	4530729	0.9
	"Alabama"	"01"	"2004"	"2004"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	15	4530729	Unreliable
	"Alabama"	"01"	"2004"	"2004"	"Other and unspecified antidepressants"	"T43.2"	21	4530729	0.5
	"Alabama"	"01"	"2004"	"2004"	"Psychostimulants with abuse potential"	"T43.6"	10	4530729	Unreliable
	"Alabama"	"01"	"2004"	"2004"	"Antiallergic and antiemetic drugs"	"T45.0"	12	4530729	Unreliable
	"Alabama"	"01"	"2004"	"2004"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	186	4530729	4.1
	"Alabama"	"01"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	13	4530729	Unreliable
	"Alabama"	"01"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	42	4530729	0.9
	"Alabama"	"01"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	164	4530729	3.6
	"Alabama"	"01"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	34	4530729	0.8
	"Alabama"	"01"	"2004"	"2004"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	16	4530729	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	12	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	48	4569805	1.1
	"Alabama"	"01"	"2005"	"2005"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	16	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Cardiac arrest, unspecified"	"I46.9"	29	4569805	0.6
	"Alabama"	"01"	"2005"	"2005"	"Respiratory failure, unspecified"	"J96.9"	16	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Other opioids"	"T40.2"	24	4569805	0.5
	"Alabama"	"01"	"2005"	"2005"	"Methadone"	"T40.3"	47	4569805	1.0
	"Alabama"	"01"	"2005"	"2005"	"Other synthetic narcotics"	"T40.4"	11	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Cocaine"	"T40.5"	34	4569805	0.7
	"Alabama"	"01"	"2005"	"2005"	"Benzodiazepines"	"T42.4"	32	4569805	0.7
	"Alabama"	"01"	"2005"	"2005"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	10	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	16	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Psychostimulants with abuse potential"	"T43.6"	10	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	187	4569805	4.1
	"Alabama"	"01"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	4569805	0.9
	"Alabama"	"01"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	166	4569805	3.6
	"Alabama"	"01"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	4569805	Unreliable
	"Alabama"	"01"	"2005"	"2005"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	26	4569805	0.6
	"Alaska"	"02"	"1999"	"1999"	"Other opioids"	"T40.2"	11	624779	Unreliable
	"Alaska"	"02"	"1999"	"1999"	"Cocaine"	"T40.5"	12	624779	Unreliable
	"Alaska"	"02"	"1999"	"1999"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	19	624779	Unreliable
	"Alaska"	"02"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	624779	Unreliable
	"Alaska"	"02"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	624779	Unreliable
	"Alaska"	"02"	"2000"	"2000"	"Other opioids"	"T40.2"	21	626932	3.3
	"Alaska"	"02"	"2000"	"2000"	"Cocaine"	"T40.5"	14	626932	Unreliable
	"Alaska"	"02"	"2000"	"2000"	"Benzodiazepines"	"T42.4"	14	626932	Unreliable
	"Alaska"	"02"	"2000"	"2000"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	18	626932	Unreliable
	"Alaska"	"02"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	626932	3.5
	"Alaska"	"02"	"2000"	"2000"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	626932	Unreliable
	"Alaska"	"02"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	11	633714	Unreliable
	"Alaska"	"02"	"2001"	"2001"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	53	633714	8.4
	"Alaska"	"02"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	633714	Unreliable
	"Alaska"	"02"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	39	633714	6.2
	"Alaska"	"02"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	12	642337	Unreliable
	"Alaska"	"02"	"2002"	"2002"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	18	642337	Unreliable
	"Alaska"	"02"	"2002"	"2002"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	75	642337	11.7
	"Alaska"	"02"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	58	642337	9.0
	"Alaska"	"02"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	642337	Unreliable
	"Alaska"	"02"	"2003"	"2003"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	76	648414	11.7
	"Alaska"	"02"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	648414	Unreliable
	"Alaska"	"02"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	56	648414	8.6
	"Alaska"	"02"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	12	659286	Unreliable
	"Alaska"	"02"	"2004"	"2004"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	81	659286	12.3
	"Alaska"	"02"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	56	659286	8.5
	"Alaska"	"02"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	659286	Unreliable
	"Alaska"	"02"	"2005"	"2005"	"Cocaine"	"T40.5"	11	666946	Unreliable
	"Alaska"	"02"	"2005"	"2005"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	61	666946	9.1
	"Alaska"	"02"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	666946	3.0
	"Alaska"	"02"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	666946	6.3
	"Arizona"	"04"	"1999"	"1999"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	34	5023823	0.7
	"Arizona"	"04"	"1999"	"1999"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	17	5023823	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	94	5023823	1.9
	"Arizona"	"04"	"1999"	"1999"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	11	5023823	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"Atherosclerotic heart disease"	"I25.1"	13	5023823	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"Other and unspecified cirrhosis of liver"	"K74.6"	11	5023823	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"4-Aminophenol derivatives"	"T39.1"	10	5023823	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"Heroin"	"T40.1"	27	5023823	0.5
	"Arizona"	"04"	"1999"	"1999"	"Other opioids"	"T40.2"	83	5023823	1.7
	"Arizona"	"04"	"1999"	"1999"	"Methadone"	"T40.3"	21	5023823	0.4
	"Arizona"	"04"	"1999"	"1999"	"Other synthetic narcotics"	"T40.4"	22	5023823	0.4
	"Arizona"	"04"	"1999"	"1999"	"Cocaine"	"T40.5"	138	5023823	2.7
	"Arizona"	"04"	"1999"	"1999"	"Other and unspecified narcotics"	"T40.6"	102	5023823	2.0
	"Arizona"	"04"	"1999"	"1999"	"Benzodiazepines"	"T42.4"	29	5023823	0.6
	"Arizona"	"04"	"1999"	"1999"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	36	5023823	0.7
	"Arizona"	"04"	"1999"	"1999"	"Other and unspecified antidepressants"	"T43.2"	17	5023823	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"Psychostimulants with abuse potential"	"T43.6"	29	5023823	0.6
	"Arizona"	"04"	"1999"	"1999"	"Antiallergic and antiemetic drugs"	"T45.0"	12	5023823	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	360	5023823	7.2
	"Arizona"	"04"	"1999"	"1999"	"Ethanol"	"T51.0"	60	5023823	1.2
	"Arizona"	"04"	"1999"	"1999"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	27	5023823	0.5
	"Arizona"	"04"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	220	5023823	4.4
	"Arizona"	"04"	"1999"	"1999"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	137	5023823	2.7
	"Arizona"	"04"	"1999"	"1999"	"Accidental poisoning by and exposure to alcohol"	"X45"	52	5023823	1.0
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	26	5023823	0.5
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	22	5023823	0.4
	"Arizona"	"04"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	58	5023823	1.2
	"Arizona"	"04"	"1999"	"1999"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	5023823	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	16	5023823	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	43	5130632	0.8
	"Arizona"	"04"	"2000"	"2000"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	15	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	42	5130632	0.8
	"Arizona"	"04"	"2000"	"2000"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	68	5130632	1.3
	"Arizona"	"04"	"2000"	"2000"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	19	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Atherosclerotic heart disease"	"I25.1"	15	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Cardiomegaly"	"I51.7"	12	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Other and unspecified cirrhosis of liver"	"K74.6"	17	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"4-Aminophenol derivatives"	"T39.1"	12	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Heroin"	"T40.1"	14	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Other opioids"	"T40.2"	91	5130632	1.8
	"Arizona"	"04"	"2000"	"2000"	"Methadone"	"T40.3"	14	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Other synthetic narcotics"	"T40.4"	17	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Cocaine"	"T40.5"	127	5130632	2.5
	"Arizona"	"04"	"2000"	"2000"	"Other and unspecified narcotics"	"T40.6"	117	5130632	2.3
	"Arizona"	"04"	"2000"	"2000"	"Benzodiazepines"	"T42.4"	34	5130632	0.7
	"Arizona"	"04"	"2000"	"2000"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	19	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Other and unspecified antidepressants"	"T43.2"	17	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Psychostimulants with abuse potential"	"T43.6"	28	5130632	0.5
	"Arizona"	"04"	"2000"	"2000"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	347	5130632	6.8
	"Arizona"	"04"	"2000"	"2000"	"Ethanol"	"T51.0"	39	5130632	0.8
	"Arizona"	"04"	"2000"	"2000"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	22	5130632	0.4
	"Arizona"	"04"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	228	5130632	4.4
	"Arizona"	"04"	"2000"	"2000"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	148	5130632	2.9
	"Arizona"	"04"	"2000"	"2000"	"Accidental poisoning by and exposure to alcohol"	"X45"	35	5130632	0.7
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	62	5130632	1.2
	"Arizona"	"04"	"2000"	"2000"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	5130632	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	5130632	Unreliable
	"Arizona"	"04"	"2001"	"2001"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	29	5273477	0.5
	"Arizona"	"04"	"2001"	"2001"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	69	5273477	1.3
	"Arizona"	"04"	"2001"	"2001"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	50	5273477	0.9
	"Arizona"	"04"	"2001"	"2001"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13	5273477	Unreliable
	"Arizona"	"04"	"2001"	"2001"	"Atherosclerotic heart disease"	"I25.1"	27	5273477	0.5
	"Arizona"	"04"	"2001"	"2001"	"Other and unspecified cirrhosis of liver"	"K74.6"	10	5273477	Unreliable
	"Arizona"	"04"	"2001"	"2001"	"Heroin"	"T40.1"	24	5273477	0.5
	"Arizona"	"04"	"2001"	"2001"	"Other opioids"	"T40.2"	83	5273477	1.6
	"Arizona"	"04"	"2001"	"2001"	"Methadone"	"T40.3"	28	5273477	0.5
	"Arizona"	"04"	"2001"	"2001"	"Other synthetic narcotics"	"T40.4"	20	5273477	0.4
	"Arizona"	"04"	"2001"	"2001"	"Cocaine"	"T40.5"	115	5273477	2.2
	"Arizona"	"04"	"2001"	"2001"	"Other and unspecified narcotics"	"T40.6"	123	5273477	2.3
	"Arizona"	"04"	"2001"	"2001"	"Benzodiazepines"	"T42.4"	27	5273477	0.5
	"Arizona"	"04"	"2001"	"2001"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	24	5273477	0.5
	"Arizona"	"04"	"2001"	"2001"	"Other and unspecified antidepressants"	"T43.2"	23	5273477	0.4
	"Arizona"	"04"	"2001"	"2001"	"Psychostimulants with abuse potential"	"T43.6"	52	5273477	1.0
	"Arizona"	"04"	"2001"	"2001"	"Antiallergic and antiemetic drugs"	"T45.0"	10	5273477	Unreliable
	"Arizona"	"04"	"2001"	"2001"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	344	5273477	6.5
