"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2012"	"2012"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	12	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Depressive episode, unspecified"	"F32.9"	10	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	22	4822023	0.5
	"Alabama"	"01"	"2012"	"2012"	"Essential (primary) hypertension"	"I10"	13	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Atherosclerotic heart disease"	"I25.1"	13	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Cardiac arrest, unspecified"	"I46.9"	57	4822023	1.2
	"Alabama"	"01"	"2012"	"2012"	"Respiratory failure, unspecified"	"J96.9"	24	4822023	0.5
	"Alabama"	"01"	"2012"	"2012"	"Heroin"	"T40.1"	35	4822023	0.7
	"Alabama"	"01"	"2012"	"2012"	"Other opioids"	"T40.2"	62	4822023	1.3
	"Alabama"	"01"	"2012"	"2012"	"Methadone"	"T40.3"	55	4822023	1.1
	"Alabama"	"01"	"2012"	"2012"	"Other synthetic narcotics"	"T40.4"	16	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Cocaine"	"T40.5"	18	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Other and unspecified narcotics"	"T40.6"	11	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Benzodiazepines"	"T42.4"	38	4822023	0.8
	"Alabama"	"01"	"2012"	"2012"	"Psychostimulants with abuse potential"	"T43.6"	15	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	371	4822023	7.7
	"Alabama"	"01"	"2012"	"2012"	"Ethanol"	"T51.0"	13	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Alcohol, unspecified"	"T51.9"	11	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	112	4822023	2.3
	"Alabama"	"01"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	349	4822023	7.2
	"Alabama"	"01"	"2012"	"2012"	"Accidental poisoning by and exposure to alcohol"	"X45"	18	4822023	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	43	4822023	0.9
	"Alabama"	"01"	"2012"	"2012"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	19	4822023	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	11	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	23	4833722	0.5
	"Alabama"	"01"	"2013"	"2013"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	18	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	10	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	98	4833722	2.0
	"Alabama"	"01"	"2013"	"2013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	23	4833722	0.5
	"Alabama"	"01"	"2013"	"2013"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	14	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Essential (primary) hypertension"	"I10"	20	4833722	0.4
	"Alabama"	"01"	"2013"	"2013"	"Cardiac arrest, unspecified"	"I46.9"	44	4833722	0.9
	"Alabama"	"01"	"2013"	"2013"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Respiratory failure, unspecified"	"J96.9"	20	4833722	0.4
	"Alabama"	"01"	"2013"	"2013"	"Heroin"	"T40.1"	40	4833722	0.8
	"Alabama"	"01"	"2013"	"2013"	"Other opioids"	"T40.2"	65	4833722	1.3
	"Alabama"	"01"	"2013"	"2013"	"Methadone"	"T40.3"	41	4833722	0.8
	"Alabama"	"01"	"2013"	"2013"	"Other synthetic narcotics"	"T40.4"	30	4833722	0.6
	"Alabama"	"01"	"2013"	"2013"	"Cocaine"	"T40.5"	30	4833722	0.6
	"Alabama"	"01"	"2013"	"2013"	"Other and unspecified narcotics"	"T40.6"	16	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Benzodiazepines"	"T42.4"	40	4833722	0.8
	"Alabama"	"01"	"2013"	"2013"	"Psychostimulants with abuse potential"	"T43.6"	22	4833722	0.5
	"Alabama"	"01"	"2013"	"2013"	"Anticoagulants"	"T45.5"	11	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	433	4833722	9.0
	"Alabama"	"01"	"2013"	"2013"	"Ethanol"	"T51.0"	11	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Alcohol, unspecified"	"T51.9"	14	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	18	4833722	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	116	4833722	2.4
	"Alabama"	"01"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	380	4833722	7.9
	"Alabama"	"01"	"2013"	"2013"	"Accidental poisoning by and exposure to alcohol"	"X45"	21	4833722	0.4
	"Alabama"	"01"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	33	4833722	0.7
	"Alabama"	"01"	"2013"	"2013"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	27	4833722	0.6
	"Alabama"	"01"	"2014"	"2014"	"Septicaemia, unspecified"	"A41.9"	13	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	10	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	46	4849377	0.9
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	16	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"	"F13.9"	10	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	18	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	10	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	194	4849377	4.0
	"Alabama"	"01"	"2014"	"2014"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	30	4849377	0.6
	"Alabama"	"01"	"2014"	"2014"	"Depressive episode, unspecified"	"F32.9"	12	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	21	4849377	0.4
	"Alabama"	"01"	"2014"	"2014"	"Essential (primary) hypertension"	"I10"	19	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	11	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Atherosclerotic heart disease"	"I25.1"	33	4849377	0.7
	"Alabama"	"01"	"2014"	"2014"	"Cardiac arrest, unspecified"	"I46.9"	52	4849377	1.1
	"Alabama"	"01"	"2014"	"2014"	"Cardiomegaly"	"I51.7"	12	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Respiratory failure, unspecified"	"J96.9"	18	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Heroin"	"T40.1"	122	4849377	2.5
	"Alabama"	"01"	"2014"	"2014"	"Other opioids"	"T40.2"	90	4849377	1.9
	"Alabama"	"01"	"2014"	"2014"	"Methadone"	"T40.3"	44	4849377	0.9
	"Alabama"	"01"	"2014"	"2014"	"Other synthetic narcotics"	"T40.4"	47	4849377	1.0
	"Alabama"	"01"	"2014"	"2014"	"Cocaine"	"T40.5"	39	4849377	0.8
	"Alabama"	"01"	"2014"	"2014"	"Other and unspecified narcotics"	"T40.6"	13	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Benzodiazepines"	"T42.4"	66	4849377	1.4
	"Alabama"	"01"	"2014"	"2014"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	11	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Psychostimulants with abuse potential"	"T43.6"	28	4849377	0.6
	"Alabama"	"01"	"2014"	"2014"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	460	4849377	9.5
	"Alabama"	"01"	"2014"	"2014"	"Ethanol"	"T51.0"	34	4849377	0.7
	"Alabama"	"01"	"2014"	"2014"	"Alcohol, unspecified"	"T51.9"	13	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	17	4849377	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	185	4849377	3.8
	"Alabama"	"01"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	431	4849377	8.9
	"Alabama"	"01"	"2014"	"2014"	"Accidental poisoning by and exposure to alcohol"	"X45"	41	4849377	0.8
	"Alabama"	"01"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	40	4849377	0.8
	"Alabama"	"01"	"2014"	"2014"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	20	4849377	0.4
	"Alabama"	"01"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	17	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	33	4858979	0.7
	"Alabama"	"01"	"2015"	"2015"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	26	4858979	0.5
	"Alabama"	"01"	"2015"	"2015"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	17	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	11	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	134	4858979	2.8
	"Alabama"	"01"	"2015"	"2015"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	25	4858979	0.5
	"Alabama"	"01"	"2015"	"2015"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	23	4858979	0.5
	"Alabama"	"01"	"2015"	"2015"	"Essential (primary) hypertension"	"I10"	12	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Acute myocardial infarction, unspecified"	"I21.9"	13	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Atherosclerotic heart disease"	"I25.1"	14	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Cardiac arrest, unspecified"	"I46.9"	72	4858979	1.5
	"Alabama"	"01"	"2015"	"2015"	"Cardiac arrhythmia, unspecified"	"I49.9"	11	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Respiratory failure, unspecified"	"J96.9"	17	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Other specified general symptoms and signs"	"R68.8"	10	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Heroin"	"T40.1"	111	4858979	2.3
	"Alabama"	"01"	"2015"	"2015"	"Other opioids"	"T40.2"	87	4858979	1.8
	"Alabama"	"01"	"2015"	"2015"	"Methadone"	"T40.3"	40	4858979	0.8
	"Alabama"	"01"	"2015"	"2015"	"Other synthetic narcotics"	"T40.4"	70	4858979	1.4
	"Alabama"	"01"	"2015"	"2015"	"Cocaine"	"T40.5"	38	4858979	0.8
	"Alabama"	"01"	"2015"	"2015"	"Other and unspecified narcotics"	"T40.6"	21	4858979	0.4
	"Alabama"	"01"	"2015"	"2015"	"Benzodiazepines"	"T42.4"	48	4858979	1.0
	"Alabama"	"01"	"2015"	"2015"	"Other and unspecified antidepressants"	"T43.2"	11	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Psychostimulants with abuse potential"	"T43.6"	40	4858979	0.8
	"Alabama"	"01"	"2015"	"2015"	"Antiallergic and antiemetic drugs"	"T45.0"	14	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	476	4858979	9.8
	"Alabama"	"01"	"2015"	"2015"	"Ethanol"	"T51.0"	41	4858979	0.8
	"Alabama"	"01"	"2015"	"2015"	"Alcohol, unspecified"	"T51.9"	14	4858979	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	32	4858979	0.7
	"Alabama"	"01"	"2015"	"2015"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	217	4858979	4.5
	"Alabama"	"01"	"2015"	"2015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	407	4858979	8.4
	"Alabama"	"01"	"2015"	"2015"	"Accidental poisoning by and exposure to alcohol"	"X45"	45	4858979	0.9
	"Alabama"	"01"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	36	4858979	0.7
	"Alabama"	"01"	"2015"	"2015"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	27	4858979	0.6
	"Alaska"	"02"	"2011"	"2011"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	16	722718	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	45	722718	6.2
	"Alaska"	"02"	"2011"	"2011"	"Cardiomegaly"	"I51.7"	16	722718	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Heroin"	"T40.1"	12	722718	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Other opioids"	"T40.2"	36	722718	5.0
	"Alaska"	"02"	"2011"	"2011"	"Methadone"	"T40.3"	17	722718	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Cocaine"	"T40.5"	13	722718	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Benzodiazepines"	"T42.4"	28	722718	3.9
	"Alaska"	"02"	"2011"	"2011"	"Psychostimulants with abuse potential"	"T43.6"	18	722718	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	66	722718	9.1
	"Alaska"	"02"	"2011"	"2011"	"Ethanol"	"T51.0"	19	722718	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	12	722718	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	34	722718	4.7
	"Alaska"	"02"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	50	722718	6.9
	"Alaska"	"02"	"2011"	"2011"	"Accidental poisoning by and exposure to alcohol"	"X45"	19	722718	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	28	731449	3.8
	"Alaska"	"02"	"2012"	"2012"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	100	731449	13.7
	"Alaska"	"02"	"2012"	"2012"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	10	731449	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"Heroin"	"T40.1"	23	731449	3.1
	"Alaska"	"02"	"2012"	"2012"	"Other opioids"	"T40.2"	42	731449	5.7
	"Alaska"	"02"	"2012"	"2012"	"Methadone"	"T40.3"	10	731449	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"Cocaine"	"T40.5"	22	731449	3.0
	"Alaska"	"02"	"2012"	"2012"	"Benzodiazepines"	"T42.4"	24	731449	3.3
	"Alaska"	"02"	"2012"	"2012"	"Psychostimulants with abuse potential"	"T43.6"	23	731449	3.1
	"Alaska"	"02"	"2012"	"2012"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	69	731449	9.4
	"Alaska"	"02"	"2012"	"2012"	"Ethanol"	"T51.0"	31	731449	4.2
	"Alaska"	"02"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	46	731449	6.3
	"Alaska"	"02"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	61	731449	8.3
	"Alaska"	"02"	"2012"	"2012"	"Accidental poisoning by and exposure to alcohol"	"X45"	28	731449	3.8
	"Alaska"	"02"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	731449	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	19	735132	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	78	735132	10.6
	"Alaska"	"02"	"2013"	"2013"	"Cardiomegaly"	"I51.7"	12	735132	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Heroin"	"T40.1"	24	735132	3.3
	"Alaska"	"02"	"2013"	"2013"	"Other opioids"	"T40.2"	38	735132	5.2
	"Alaska"	"02"	"2013"	"2013"	"Other synthetic narcotics"	"T40.4"	12	735132	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Cocaine"	"T40.5"	13	735132	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Benzodiazepines"	"T42.4"	27	735132	3.7
	"Alaska"	"02"	"2013"	"2013"	"Psychostimulants with abuse potential"	"T43.6"	22	735132	3.0
	"Alaska"	"02"	"2013"	"2013"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	53	735132	7.2
	"Alaska"	"02"	"2013"	"2013"	"Ethanol"	"T51.0"	27	735132	3.7
	"Alaska"	"02"	"2013"	"2013"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	735132	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	30	735132	4.1
	"Alaska"	"02"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	48	735132	6.5
	"Alaska"	"02"	"2013"	"2013"	"Accidental poisoning by and exposure to alcohol"	"X45"	23	735132	3.1
	"Alaska"	"02"	"2014"	"2014"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	31	736732	4.2
	"Alaska"	"02"	"2014"	"2014"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	47	736732	6.4
	"Alaska"	"02"	"2014"	"2014"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	27	736732	3.7
	"Alaska"	"02"	"2014"	"2014"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21	736732	2.9
	"Alaska"	"02"	"2014"	"2014"	"Heroin"	"T40.1"	25	736732	3.4
	"Alaska"	"02"	"2014"	"2014"	"Other opioids"	"T40.2"	40	736732	5.4
	"Alaska"	"02"	"2014"	"2014"	"Methadone"	"T40.3"	12	736732	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Other synthetic narcotics"	"T40.4"	14	736732	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Cocaine"	"T40.5"	11	736732	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Other and unspecified narcotics"	"T40.6"	15	736732	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Benzodiazepines"	"T42.4"	26	736732	3.5
	"Alaska"	"02"	"2014"	"2014"	"Psychostimulants with abuse potential"	"T43.6"	29	736732	3.9
	"Alaska"	"02"	"2014"	"2014"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	79	736732	10.7
	"Alaska"	"02"	"2014"	"2014"	"Ethanol"	"T51.0"	31	736732	4.2
	"Alaska"	"02"	"2014"	"2014"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	736732	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	44	736732	6.0
	"Alaska"	"02"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	44	736732	6.0
	"Alaska"	"02"	"2014"	"2014"	"Accidental poisoning by and exposure to alcohol"	"X45"	34	736732	4.6
